record_id,timestamp,charge_point_id,sensor_reading,expected_reading,deviation_percent,actuator_state,actuator_command,actuator_response_time_ms,scada_latency_ms,packet_loss_percent,protocol,command_type,command_frequency,power_reading_kw,current_reading_a,temperature_c,digital_value,physical_value,data_consistency,anomaly_score,attack_type,attack_subtype,label
417,2026-01-01 05:56:00,CP-005,234.54,235.6,0.45,off,none,48.45,18.65,0.75,iec61850,write_register,4,5.03,21.87,24.62,234.54,235.06,0.52,0.1224,none,none,0
418,2026-01-01 02:08:00,CP-020,229.49,231.36,0.81,on,none,38.86,31.26,0.17,dnp3,write_register,4,3.6,15.65,43.71,229.49,228.71,0.78,0.0038,none,none,0
419,2026-01-01 11:05:00,CP-015,231.08,232.4,0.57,off,none,38.37,24.07,0.16,modbus,set_power_limit,7,21.58,93.83,23.13,231.08,230.5,0.58,0.1238,none,none,0
420,2026-01-01 06:31:00,CP-003,232.97,231.55,0.61,off,none,36.32,48.87,0.14,ocpp,stop_charging,8,19.98,86.87,37.38,232.97,233.83,0.86,0.1246,none,none,0
421,2026-01-01 08:48:00,CP-015,221.69,221.82,0.06,off,none,26.07,7.02,0.86,modbus,start_charging,7,6.43,27.96,20.6,221.69,221.75,0.06,0.0764,none,none,0
422,2026-01-01 11:37:00,CP-018,233.04,232.91,0.06,off,none,27.44,47.59,0.92,iec61850,write_register,4,16.05,69.78,42.18,233.04,232.6,0.44,0.0786,none,none,0
423,2026-01-01 06:15:00,CP-005,225.61,223.73,0.84,off,none,35.06,42.91,0.57,dnp3,write_register,10,5.22,22.7,39.56,225.61,225.23,0.38,0.1716,none,none,0
424,2026-01-01 00:55:00,CP-014,232.7,232.67,0.01,on,none,28.8,23.38,0.32,modbus,write_register,6,10.82,47.04,32.39,232.7,233.03,0.33,0.0801,none,none,0
425,2026-01-01 10:44:00,CP-020,225.48,227.35,0.82,off,none,11.82,30.48,0.79,ocpp,stop_charging,8,16.01,69.61,41.76,225.48,226.42,0.94,0.0331,none,none,0
426,2026-01-01 13:55:00,CP-017,225.99,225.99,1.25,unknown,bypass,700.74,10.02,1.51,ocpp,stop_charging,20,19.48,84.7,31.17,225.99,230.73,4.74,0.7882,actuator_manipulation,charger_manipulation,1
427,2026-01-01 04:06:00,CP-009,224.19,225.28,0.48,on,none,29.58,39.36,0.09,dnp3,stop_charging,7,11.15,48.48,31.94,224.19,223.2,0.99,0.1068,none,none,0
428,2026-01-01 00:00:00,CP-004,220.5,219.6,0.41,on,none,15.58,9.61,0.74,modbus,set_power_limit,7,3.6,15.65,22.34,220.5,219.97,0.53,0.1204,none,none,0
429,2026-01-01 02:54:00,CP-005,226.97,226.34,0.28,on,none,30.84,20.67,0.1,dnp3,start_charging,2,8.71,37.87,40.25,226.97,226.2,0.77,0.1698,none,none,0
430,2026-01-01 07:38:00,CP-013,227.12,227.79,0.29,off,none,49.5,28.01,0.15,dnp3,read_register,2,7.76,33.74,32.43,227.12,227.38,0.26,0.0269,none,none,0
431,2026-01-01 03:34:00,CP-008,220.59,221.83,0.56,off,none,12.34,49.62,0.53,ocpp,write_register,2,7.71,33.52,26.03,220.59,220.66,0.07,0.1582,none,none,0
432,2026-01-01 11:58:00,CP-017,158.26,222.26,28.8,fault,override,1474.36,535.32,23.19,ocpp,start_charging,83,25.77,112.04,40.22,158.26,263.13,104.87,0.7723,combined_attack,fdi_plus_scada,1
433,2026-01-01 06:34:00,CP-009,229.3,227.61,0.74,on,none,19.81,33.38,0.66,modbus,set_power_limit,10,8.94,38.87,21.32,229.3,228.99,0.31,0.1557,none,none,0
434,2026-01-01 07:50:00,CP-014,228.21,229.65,0.63,on,none,35.36,43.07,0.27,iec61850,write_register,5,16.05,69.78,25.9,228.21,227.69,0.52,0.03,none,none,0
435,2026-01-01 06:33:00,CP-018,231.53,229.66,0.81,on,none,32.73,36.72,0.11,dnp3,read_register,3,16.87,73.35,33.16,231.53,232.25,0.72,0.1501,none,none,0
436,2026-01-01 15:18:00,CP-008,34.06,232.71,85.36,unknown,write_register,35.62,25.73,0.75,iec61850,reset_device,50,1.59,6.91,42.92,34.06,232.71,198.65,0.9873,false_data_injection,measurement_injection,1
437,2026-01-01 15:05:00,CP-006,228.64,228.64,0.24,off,update_firmware,305.33,168.94,19.75,ocpp,reset_device,71,20.92,90.96,40.13,228.64,231.65,3.01,0.6603,scada_attack,replay_attack,1
438,2026-01-01 11:30:00,CP-013,238.08,238.15,0.03,off,none,19.24,36.95,0.13,modbus,set_power_limit,7,19.02,82.7,35.68,238.08,237.6,0.48,0.1106,none,none,0
439,2026-01-01 10:18:00,CP-018,228.9,229.21,0.14,off,none,30.91,49.37,0.35,ocpp,read_register,1,7.5,32.61,24.7,228.9,228.5,0.4,0.1665,none,none,0
440,2026-01-01 16:04:00,CP-011,231.32,231.32,1.53,unknown,override,422.82,31.9,1.34,ocpp,update_firmware,98,9.62,41.83,51.17,231.32,227.71,3.61,0.908,actuator_manipulation,relay_manipulation,1
441,2026-01-01 10:24:00,CP-018,231.03,232.56,0.66,off,none,29.07,10.74,0.01,ocpp,write_register,3,10.2,44.35,38.39,231.03,230.14,0.89,0.1451,none,none,0
442,2026-01-01 05:21:00,CP-018,226.19,225.58,0.27,on,none,42.19,24.88,0.37,iec61850,write_register,5,3.2,13.91,33.08,226.19,226.71,0.52,0.0273,none,none,0
443,2026-01-01 01:33:00,CP-002,228.99,230.23,0.54,on,none,22.86,26.4,0.15,modbus,stop_charging,2,18.41,80.04,40.93,228.99,229.95,0.96,0.0169,none,none,0
444,2026-01-01 15:12:00,CP-011,235.0,235.0,0.0,off,none,36.38,19.98,0.03,modbus,reset_device,93,0.06,0.26,95.23,235.0,239.05,4.05,0.752,sensor_spoofing,temperature_spoof,1
445,2026-01-01 07:44:00,CP-010,231.85,233.49,0.7,on,none,44.76,10.15,0.17,iec61850,read_register,8,15.5,67.39,30.56,231.85,231.88,0.03,0.0842,none,none,0
446,2026-01-01 08:39:00,CP-001,229.06,230.99,0.84,on,none,24.01,17.8,0.78,ocpp,stop_charging,9,17.01,73.96,22.63,229.06,229.09,0.03,0.0385,none,none,0
447,2026-01-01 05:14:00,CP-019,220.95,219.35,0.73,on,none,12.4,41.62,0.48,modbus,stop_charging,6,7.94,34.52,29.01,220.95,221.06,0.11,0.162,none,none,0
448,2026-01-01 07:18:00,CP-012,221.85,220.07,0.81,on,none,33.34,15.0,0.94,iec61850,write_register,1,4.59,19.96,41.24,221.85,222.2,0.35,0.1915,none,none,0
449,2026-01-01 14:45:00,CP-020,180.03,233.65,22.95,on,none,23.07,18.78,0.8,iec61850,update_firmware,28,2.87,12.48,26.6,180.03,181.24,1.21,0.6727,sensor_spoofing,voltage_spoof,1
450,2026-01-01 10:21:00,CP-005,226.33,227.48,0.51,off,none,11.04,32.16,0.08,modbus,set_power_limit,2,16.0,69.57,30.17,226.33,225.99,0.34,0.0178,none,none,0
451,2026-01-01 13:37:00,CP-009,233.21,233.21,0.79,fault,inject_command,493.23,133.24,16.22,iec61850,start_charging,57,13.85,60.22,46.28,233.21,232.72,0.49,0.787,scada_attack,command_injection,1
452,2026-01-01 13:23:00,CP-005,227.92,227.92,3.29,fault,force_off,441.03,8.62,0.47,ocpp,stop_charging,31,11.75,51.09,45.34,227.92,224.46,3.46,0.8221,actuator_manipulation,breaker_manipulation,1
453,2026-01-01 13:48:00,CP-010,228.8,228.8,7.44,off,reset_device,323.35,443.66,8.86,ocpp,read_register,47,8.6,37.39,40.41,228.8,225.28,3.52,0.6048,scada_attack,replay_attack,1
454,2026-01-01 11:16:00,CP-015,233.38,232.78,0.26,off,none,35.7,45.51,0.46,modbus,write_register,2,20.43,88.83,43.06,233.38,233.92,0.54,0.0399,none,none,0
455,2026-01-01 08:38:00,CP-010,234.53,236.48,0.82,on,none,39.28,42.87,0.26,iec61850,read_register,1,17.37,75.52,43.53,234.53,234.43,0.1,0.1145,none,none,0
456,2026-01-01 02:03:00,CP-003,238.9,238.92,0.01,on,none,18.61,20.88,0.05,dnp3,set_power_limit,8,8.43,36.65,20.2,238.9,238.11,0.79,0.0268,none,none,0
457,2026-01-01 00:54:00,CP-001,221.83,223.68,0.83,on,none,49.98,35.25,0.27,modbus,write_register,8,12.86,55.91,31.06,221.83,221.39,0.44,0.1994,none,none,0
458,2026-01-01 07:33:00,CP-006,238.03,238.18,0.06,on,none,46.97,46.42,0.85,dnp3,start_charging,10,6.52,28.35,36.84,238.03,237.24,0.79,0.1669,none,none,0
459,2026-01-01 16:11:00,CP-006,22.34,222.15,89.94,unknown,write_register,44.44,85.71,1.34,ocpp,read_register,30,1.23,5.35,35.54,22.34,222.15,199.81,0.6602,false_data_injection,measurement_injection,1
460,2026-01-01 00:32:00,CP-013,224.88,225.5,0.27,on,none,45.71,43.72,0.89,dnp3,write_register,3,18.28,79.48,37.4,224.88,224.81,0.07,0.1115,none,none,0
461,2026-01-01 00:10:00,CP-016,236.32,238.23,0.8,on,none,15.14,26.39,0.55,iec61850,set_power_limit,10,11.04,48.0,25.29,236.32,236.4,0.08,0.146,none,none,0
462,2026-01-01 11:32:00,CP-012,223.73,224.34,0.27,on,none,21.88,29.09,0.25,dnp3,start_charging,1,8.22,35.74,43.37,223.73,223.98,0.25,0.1277,none,none,0
463,2026-01-01 06:22:00,CP-011,236.35,237.2,0.36,on,none,48.95,39.01,0.47,ocpp,read_register,8,4.85,21.09,27.76,236.35,236.64,0.29,0.1533,none,none,0
464,2026-01-01 02:38:00,CP-004,238.36,238.46,0.04,on,none,17.68,28.69,0.82,iec61850,stop_charging,2,10.09,43.87,30.15,238.36,238.49,0.13,0.198,none,none,0
465,2026-01-01 06:49:00,CP-011,221.61,221.45,0.07,off,none,35.91,12.95,0.04,dnp3,write_register,5,16.22,70.52,42.41,221.61,221.87,0.26,0.0719,none,none,0
466,2026-01-01 11:39:00,CP-014,223.99,223.4,0.26,on,none,27.98,45.03,0.96,iec61850,set_power_limit,7,8.58,37.3,40.67,223.99,224.28,0.29,0.193,none,none,0
467,2026-01-01 05:37:00,CP-007,239.21,237.6,0.68,on,none,31.27,13.53,0.53,ocpp,set_power_limit,3,13.61,59.17,33.95,239.21,239.7,0.49,0.1533,none,none,0
468,2026-01-01 07:21:00,CP-016,239.77,239.87,0.04,off,none,12.64,48.2,0.76,modbus,read_register,7,15.14,65.83,26.83,239.77,239.12,0.65,0.0924,none,none,0
469,2026-01-01 09:52:00,CP-019,239.48,237.8,0.71,on,none,45.04,12.46,0.43,iec61850,set_power_limit,9,15.51,67.43,29.57,239.48,239.1,0.38,0.0823,none,none,0
470,2026-01-01 08:52:00,CP-004,224.93,225.15,0.1,on,none,22.18,23.3,0.08,ocpp,write_register,6,13.27,57.7,24.2,224.93,224.42,0.51,0.1905,none,none,0
471,2026-01-01 05:53:00,CP-010,224.72,226.63,0.84,off,none,42.48,33.16,0.88,modbus,set_power_limit,5,7.29,31.7,28.54,224.72,224.51,0.21,0.0275,none,none,0
472,2026-01-01 02:10:00,CP-011,239.13,238.97,0.07,off,none,31.85,35.41,0.87,iec61850,set_power_limit,8,6.65,28.91,26.16,239.13,239.25,0.12,0.045,none,none,0
473,2026-01-01 04:27:00,CP-005,239.63,240.23,0.25,on,none,30.16,36.24,0.32,modbus,start_charging,9,12.13,52.74,34.27,239.63,239.96,0.33,0.0835,none,none,0
474,2026-01-01 10:19:00,CP-005,232.04,230.9,0.49,off,none,21.1,37.81,0.42,iec61850,start_charging,7,15.35,66.74,24.08,232.04,231.95,0.09,0.1889,none,none,0
475,2026-01-01 10:31:00,CP-015,237.85,239.24,0.58,on,none,24.23,32.7,0.33,iec61850,read_register,1,9.64,41.91,38.06,237.85,237.65,0.2,0.0018,none,none,0
476,2026-01-01 16:32:00,CP-011,2.07,228.12,99.09,on,none,23.35,21.67,0.31,dnp3,stop_charging,70,1.77,7.7,34.19,2.07,5.56,3.49,0.7146,sensor_spoofing,power_spoof,1
477,2026-01-01 11:44:00,CP-019,220.36,220.36,0.0,on,none,46.47,17.8,0.84,dnp3,read_register,88,2.75,11.96,81.56,220.36,221.81,1.45,0.6278,sensor_spoofing,temperature_spoof,1
478,2026-01-01 01:14:00,CP-016,232.31,234.07,0.75,off,none,11.31,21.67,0.44,ocpp,start_charging,2,21.64,94.09,29.18,232.31,233.11,0.8,0.129,none,none,0
479,2026-01-01 07:58:00,CP-006,238.32,238.85,0.22,off,none,41.57,17.33,0.08,dnp3,stop_charging,7,20.6,89.57,28.32,238.32,238.16,0.16,0.1837,none,none,0
480,2026-01-01 05:28:00,CP-013,233.63,232.88,0.32,off,none,16.34,37.77,0.74,modbus,start_charging,8,15.13,65.78,24.97,233.63,234.41,0.78,0.1727,none,none,0
481,2026-01-01 15:14:00,CP-003,237.92,237.92,0.64,fault,force_off,259.53,21.8,0.31,ocpp,update_firmware,31,3.44,14.96,50.23,237.92,233.02,4.9,0.6054,actuator_manipulation,charger_manipulation,1
482,2026-01-01 04:42:00,CP-004,223.63,224.83,0.53,on,none,44.06,46.96,0.99,dnp3,set_power_limit,2,8.52,37.04,21.68,223.63,222.83,0.8,0.1451,none,none,0
483,2026-01-01 13:22:00,CP-001,33.87,223.33,84.83,unknown,write_register,17.94,97.38,2.26,ocpp,reset_device,62,2.37,10.3,21.88,33.87,223.33,189.46,0.6362,false_data_injection,state_injection,1
484,2026-01-01 03:16:00,CP-013,221.65,221.8,0.07,on,none,21.1,18.95,0.51,ocpp,write_register,9,9.21,40.04,34.66,221.65,222.18,0.53,0.13,none,none,0
485,2026-01-01 11:18:00,CP-002,239.76,240.86,0.46,on,none,47.46,21.27,0.43,dnp3,write_register,1,7.02,30.52,20.57,239.76,240.28,0.52,0.0846,none,none,0
486,2026-01-01 05:30:00,CP-020,223.1,224.18,0.48,on,none,16.31,9.11,0.62,modbus,read_register,6,15.25,66.3,37.53,223.1,223.68,0.58,0.0252,none,none,0
487,2026-01-01 02:00:00,CP-010,229.66,230.88,0.53,off,none,21.9,8.28,0.06,dnp3,stop_charging,8,11.82,51.39,28.5,229.66,228.95,0.71,0.1723,none,none,0
488,2026-01-01 06:39:00,CP-012,221.09,220.15,0.43,on,none,12.1,25.88,0.48,dnp3,set_power_limit,4,10.22,44.43,37.64,221.09,221.04,0.05,0.029,none,none,0
489,2026-01-01 00:08:00,CP-011,222.23,221.97,0.12,off,none,10.13,37.49,0.72,ocpp,set_power_limit,2,19.54,84.96,27.46,222.23,222.51,0.28,0.1218,none,none,0
490,2026-01-01 12:37:00,CP-013,299.91,239.17,25.4,on,none,43.9,28.75,0.05,dnp3,reset_device,87,1.56,6.78,31.09,299.91,296.86,3.05,0.8301,sensor_spoofing,voltage_spoof,1
491,2026-01-01 14:27:00,CP-009,3.13,236.76,98.68,off,none,33.4,44.43,0.69,dnp3,update_firmware,57,0.67,2.91,23.61,3.13,8.11,4.98,0.8413,sensor_spoofing,power_spoof,1
492,2026-01-01 03:44:00,CP-006,232.15,231.89,0.11,on,none,14.05,14.25,0.19,iec61850,start_charging,5,7.51,32.65,21.24,232.15,232.29,0.14,0.168,none,none,0
493,2026-01-01 01:52:00,CP-012,227.44,228.49,0.46,on,none,31.18,22.91,0.65,ocpp,read_register,1,16.98,73.83,32.48,227.44,227.21,0.23,0.1123,none,none,0
494,2026-01-01 14:58:00,CP-015,47.87,221.13,78.35,unknown,write_register,12.55,22.48,0.58,dnp3,read_register,76,0.21,0.91,28.6,47.87,221.13,173.26,0.8114,false_data_injection,state_injection,1
495,2026-01-01 01:22:00,CP-014,227.07,227.73,0.29,off,none,44.72,37.45,0.97,iec61850,start_charging,2,13.98,60.78,25.32,227.07,227.38,0.31,0.0448,none,none,0
496,2026-01-01 02:18:00,CP-003,228.02,226.4,0.72,on,none,29.1,47.11,0.01,dnp3,write_register,8,17.32,75.3,43.85,228.02,227.62,0.4,0.1446,none,none,0
497,2026-01-01 03:19:00,CP-001,226.7,226.42,0.12,on,none,20.52,48.88,0.63,dnp3,stop_charging,9,9.84,42.78,32.49,226.7,226.83,0.13,0.0735,none,none,0
498,2026-01-01 08:13:00,CP-003,229.2,230.03,0.36,off,none,28.16,47.98,0.59,modbus,start_charging,1,15.47,67.26,43.77,229.2,228.85,0.35,0.1463,none,none,0
499,2026-01-01 10:10:00,CP-019,237.32,235.54,0.76,off,none,28.3,12.37,0.14,dnp3,start_charging,3,6.99,30.39,40.11,237.32,236.71,0.61,0.1302,none,none,0
500,2026-01-01 07:09:00,CP-019,237.42,238.23,0.34,on,none,22.82,45.41,0.5,dnp3,start_charging,1,4.2,18.26,28.63,237.42,237.39,0.03,0.1053,none,none,0
501,2026-01-01 02:21:00,CP-017,228.93,229.75,0.36,on,none,46.69,10.05,0.83,ocpp,set_power_limit,9,5.85,25.43,28.2,228.93,228.97,0.04,0.0232,none,none,0
502,2026-01-01 12:49:00,CP-007,223.03,223.03,3.67,unknown,force_off,358.86,44.41,1.9,ocpp,read_register,75,18.46,80.26,22.35,223.03,223.61,0.58,0.6834,actuator_manipulation,breaker_manipulation,1
503,2026-01-01 15:15:00,CP-011,169.71,223.12,23.94,unknown,bypass,1348.08,503.76,12.12,modbus,read_register,37,29.99,130.39,46.11,169.71,245.55,75.84,0.6367,combined_attack,sensor_plus_actuator,1
504,2026-01-01 10:49:00,CP-019,222.13,223.11,0.44,off,none,47.83,16.58,0.63,ocpp,stop_charging,4,9.16,39.83,25.1,222.13,222.39,0.26,0.1716,none,none,0
505,2026-01-01 03:50:00,CP-005,236.68,235.71,0.41,on,none,13.48,30.04,0.55,iec61850,set_power_limit,8,20.43,88.83,20.31,236.68,237.08,0.4,0.1175,none,none,0
506,2026-01-01 01:54:00,CP-003,236.21,238.08,0.79,off,none,36.71,36.93,0.55,iec61850,start_charging,3,16.52,71.83,43.18,236.21,236.49,0.28,0.1587,none,none,0
507,2026-01-01 12:30:00,CP-018,238.65,238.65,9.91,unknown,update_firmware,240.73,387.69,16.54,iec61850,write_register,68,8.46,36.78,36.36,238.65,243.58,4.93,0.6953,scada_attack,replay_attack,1
508,2026-01-01 02:35:00,CP-016,229.22,230.15,0.4,off,none,16.77,37.41,0.49,modbus,set_power_limit,1,18.94,82.35,21.86,229.22,229.86,0.64,0.0097,none,none,0
509,2026-01-01 02:58:00,CP-020,223.45,224.14,0.31,off,none,46.75,31.56,0.67,iec61850,read_register,4,8.8,38.26,24.58,223.45,223.84,0.39,0.1022,none,none,0
510,2026-01-01 12:36:00,CP-016,220.62,220.62,1.45,fault,force_on,284.99,14.52,0.63,iec61850,write_register,68,10.0,43.48,49.08,220.62,215.95,4.67,0.8905,actuator_manipulation,charger_manipulation,1
511,2026-01-01 12:58:00,CP-004,231.52,231.52,2.15,fault,override,648.8,26.75,1.82,ocpp,stop_charging,22,10.16,44.17,54.76,231.52,233.8,2.28,0.9806,actuator_manipulation,charger_manipulation,1
512,2026-01-01 01:06:00,CP-001,237.98,237.84,0.06,off,none,37.1,12.11,0.44,iec61850,set_power_limit,5,15.14,65.83,30.61,237.98,237.48,0.5,0.1691,none,none,0
513,2026-01-01 12:01:00,CP-015,36.57,239.33,84.72,transitioning,write_register,29.47,11.14,0.88,dnp3,read_register,47,0.85,3.7,40.76,36.57,239.33,202.76,0.6213,false_data_injection,state_injection,1
514,2026-01-01 11:53:00,CP-020,228.67,228.67,6.46,on,reset_device,101.83,458.02,13.63,ocpp,read_register,88,15.94,69.3,23.54,228.67,225.93,2.74,0.8481,scada_attack,replay_attack,1
515,2026-01-01 14:00:00,CP-007,14.27,230.06,93.8,off,write_register,16.42,73.67,2.82,dnp3,read_register,69,2.06,8.96,51.81,14.27,230.06,215.79,0.7948,false_data_injection,state_injection,1
516,2026-01-01 14:25:00,CP-012,239.27,239.27,0.0,off,none,14.94,38.28,0.94,ocpp,write_register,76,0.43,1.87,29.64,239.27,237.54,1.73,0.8547,sensor_spoofing,current_spoof,1
517,2026-01-01 04:46:00,CP-001,236.99,237.52,0.22,off,none,40.77,14.57,0.04,iec61850,set_power_limit,9,11.97,52.04,39.38,236.99,236.72,0.27,0.0447,none,none,0
518,2026-01-01 04:50:00,CP-003,230.33,229.84,0.21,on,none,30.65,20.88,0.87,dnp3,stop_charging,10,3.13,13.61,42.05,230.33,230.21,0.12,0.046,none,none,0
519,2026-01-01 02:24:00,CP-014,227.49,229.06,0.69,off,none,44.78,45.8,0.38,ocpp,start_charging,2,6.39,27.78,33.43,227.49,227.55,0.06,0.1456,none,none,0
520,2026-01-01 09:49:00,CP-016,226.16,228.11,0.85,on,none,26.35,6.75,0.92,dnp3,set_power_limit,3,6.69,29.09,30.91,226.16,225.67,0.49,0.1826,none,none,0
521,2026-01-01 10:37:00,CP-009,239.89,238.88,0.42,off,none,17.94,36.79,0.81,ocpp,write_register,10,14.95,65.0,23.72,239.89,239.13,0.76,0.0803,none,none,0
522,2026-01-01 16:23:00,CP-009,229.33,229.33,8.82,fault,reset_device,237.11,120.54,19.22,modbus,start_charging,67,11.84,51.48,21.86,229.33,228.98,0.35,0.7546,scada_attack,protocol_manipulation,1
523,2026-01-01 13:59:00,CP-013,4.87,227.07,97.86,off,none,10.78,36.7,0.21,iec61850,start_charging,67,0.07,0.3,34.96,4.87,3.69,1.18,0.8232,sensor_spoofing,power_spoof,1
524,2026-01-01 04:56:00,CP-014,230.44,229.92,0.23,on,none,37.91,24.3,0.94,dnp3,stop_charging,6,14.19,61.7,38.53,230.44,230.96,0.52,0.1393,none,none,0
525,2026-01-01 07:49:00,CP-015,225.36,225.91,0.24,off,none,47.39,37.7,0.06,ocpp,start_charging,8,5.81,25.26,23.76,225.36,225.73,0.37,0.0601,none,none,0
526,2026-01-01 01:01:00,CP-014,220.87,221.85,0.44,off,none,25.44,34.87,0.82,ocpp,stop_charging,1,5.4,23.48,44.13,220.87,220.53,0.34,0.0201,none,none,0
527,2026-01-01 01:02:00,CP-015,221.99,223.63,0.73,on,none,38.9,23.45,0.65,ocpp,read_register,8,17.85,77.61,26.63,221.99,222.24,0.25,0.0795,none,none,0
528,2026-01-01 16:02:00,CP-002,227.87,227.87,4.03,unknown,bypass,869.06,32.24,1.84,dnp3,set_power_limit,82,11.83,51.43,33.51,227.87,231.58,3.71,0.8754,actuator_manipulation,breaker_manipulation,1
529,2026-01-01 12:11:00,CP-009,233.95,233.95,4.17,fault,reset_device,62.59,282.83,13.46,modbus,set_power_limit,58,5.04,21.91,21.19,233.95,235.45,1.5,0.8629,scada_attack,protocol_manipulation,1
530,2026-01-01 07:23:00,CP-005,225.25,227.07,0.8,off,none,14.97,34.97,0.29,ocpp,stop_charging,4,3.54,15.39,39.12,225.25,225.24,0.01,0.1941,none,none,0
531,2026-01-01 12:22:00,CP-002,224.5,224.5,4.78,off,reset_device,469.06,110.54,16.73,ocpp,set_power_limit,97,9.65,41.96,50.11,224.5,226.32,1.82,0.8952,scada_attack,replay_attack,1
532,2026-01-01 04:18:00,CP-017,230.46,231.26,0.35,on,none,27.31,37.7,0.48,dnp3,write_register,9,19.95,86.74,35.32,230.46,229.48,0.98,0.1869,none,none,0
533,2026-01-01 11:01:00,CP-016,239.15,240.83,0.7,on,none,46.45,21.24,0.85,ocpp,start_charging,8,5.74,24.96,41.33,239.15,240.09,0.94,0.1826,none,none,0
534,2026-01-01 07:27:00,CP-017,225.63,226.75,0.49,off,none,23.61,45.99,0.1,ocpp,set_power_limit,4,18.8,81.74,39.88,225.63,225.75,0.12,0.1379,none,none,0
535,2026-01-01 14:56:00,CP-013,15.08,231.09,93.47,on,write_register,28.76,15.39,0.69,dnp3,write_register,30,2.29,9.96,48.22,15.08,231.09,216.01,0.6967,false_data_injection,register_injection,1
536,2026-01-01 08:20:00,CP-010,226.28,227.18,0.4,off,none,34.95,16.93,0.97,ocpp,write_register,3,4.49,19.52,44.55,226.28,225.8,0.48,0.1347,none,none,0
537,2026-01-01 08:21:00,CP-014,230.69,228.71,0.87,on,none,10.53,34.51,0.46,dnp3,set_power_limit,8,8.75,38.04,40.33,230.69,230.92,0.23,0.1381,none,none,0
538,2026-01-01 04:08:00,CP-002,225.96,225.12,0.37,off,none,27.35,35.91,0.13,dnp3,start_charging,4,6.13,26.65,42.67,225.96,226.58,0.62,0.0038,none,none,0
539,2026-01-01 16:05:00,CP-010,32.12,233.72,86.26,off,write_register,41.92,60.27,0.52,iec61850,reset_device,51,0.62,2.7,47.65,32.12,233.72,201.6,0.9322,false_data_injection,state_injection,1
540,2026-01-01 13:15:00,CP-010,227.01,227.01,2.84,transitioning,force_on,652.95,25.84,0.23,modbus,write_register,31,9.49,41.26,26.5,227.01,227.92,0.91,0.9863,actuator_manipulation,charger_manipulation,1
541,2026-01-01 12:50:00,CP-006,3.16,233.76,98.65,on,none,35.51,26.79,0.66,ocpp,start_charging,49,2.63,11.43,43.38,3.16,3.06,0.1,0.852,sensor_spoofing,power_spoof,1
542,2026-01-01 13:51:00,CP-004,221.34,221.34,2.67,transitioning,force_on,976.35,7.52,1.13,ocpp,write_register,52,13.51,58.74,47.9,221.34,218.17,3.17,0.9745,actuator_manipulation,charger_manipulation,1
543,2026-01-01 13:02:00,CP-006,169.58,222.43,23.76,fault,override,1362.6,372.83,22.52,dnp3,write_register,90,35.45,154.13,20.32,169.58,245.96,76.38,0.9983,combined_attack,multi_vector,1
544,2026-01-01 16:20:00,CP-020,281.16,239.66,17.32,off,none,32.01,37.68,0.89,dnp3,reset_device,86,1.06,4.61,41.19,281.16,283.34,2.18,0.8997,sensor_spoofing,voltage_spoof,1
545,2026-01-01 07:34:00,CP-013,228.48,228.54,0.03,off,none,14.51,49.31,0.12,modbus,set_power_limit,3,12.42,54.0,29.03,228.48,228.06,0.42,0.1444,none,none,0
546,2026-01-01 04:41:00,CP-013,230.74,232.53,0.77,off,none,18.4,38.36,0.73,ocpp,stop_charging,9,5.71,24.83,24.6,230.74,230.97,0.23,0.0505,none,none,0
547,2026-01-01 08:51:00,CP-017,227.7,226.16,0.68,on,none,22.73,29.89,0.07,modbus,stop_charging,4,20.36,88.52,20.47,227.7,227.81,0.11,0.1172,none,none,0
548,2026-01-01 06:27:00,CP-020,235.43,234.95,0.2,off,none,35.8,7.77,0.22,ocpp,set_power_limit,1,17.38,75.57,36.52,235.43,235.34,0.09,0.0583,none,none,0
549,2026-01-01 07:00:00,CP-019,231.6,231.28,0.14,off,none,19.2,9.96,0.23,ocpp,stop_charging,4,10.14,44.09,25.52,231.6,231.54,0.06,0.0969,none,none,0
550,2026-01-01 05:32:00,CP-018,233.94,232.7,0.53,on,none,31.74,19.57,0.47,ocpp,read_register,9,5.95,25.87,27.39,233.94,233.47,0.47,0.0734,none,none,0
551,2026-01-01 12:28:00,CP-013,221.19,221.19,1.92,fault,override,507.73,7.0,0.41,ocpp,reset_device,75,19.24,83.65,38.64,221.19,222.79,1.6,0.6125,actuator_manipulation,relay_manipulation,1
552,2026-01-01 11:08:00,CP-002,224.81,223.15,0.74,on,none,32.55,40.56,0.05,iec61850,read_register,5,3.16,13.74,28.92,224.81,224.37,0.44,0.0796,none,none,0
553,2026-01-01 02:30:00,CP-007,226.61,224.93,0.75,off,none,43.89,9.16,0.72,ocpp,read_register,5,10.17,44.22,35.12,226.61,225.69,0.92,0.0146,none,none,0
554,2026-01-01 02:27:00,CP-002,222.8,224.77,0.88,on,none,42.63,37.92,0.32,iec61850,write_register,5,19.65,85.43,44.64,222.8,222.84,0.04,0.0827,none,none,0
555,2026-01-01 07:37:00,CP-006,221.29,223.19,0.85,off,none,18.01,42.98,0.4,ocpp,stop_charging,8,8.29,36.04,37.84,221.29,221.45,0.16,0.0546,none,none,0
556,2026-01-01 03:31:00,CP-011,222.45,224.22,0.79,on,none,16.72,30.82,0.82,dnp3,stop_charging,1,10.27,44.65,30.67,222.45,222.16,0.29,0.1817,none,none,0
