record_id,timestamp,charge_point_id,session_id,tariff_type,base_price_kwh,price_per_kwh,original_price,modified_price,price_change_percent,discount_code,discount_applied,expected_discount,final_price,energy_kwh,total_cost,user_role,update_source,is_authorized,request_ip,price_valid_from,previous_update_mins,anomaly_type,label
373,2026-01-08 02:07:00,CP-0011,fff7016f,night,3.3,1.98,1.98,1.98,0.0,WELCOME10,10,10,1.78,12.78,22.75,system,billing_engine,True,192.168.1.37,2026-01-08 02:07:00,957,none,0
374,2026-01-17 21:17:00,CP-0039,eaad4c2c,standard,2.55,2.55,2.55,2.55,0.0,WELCOME10,10,10,2.29,60.89,139.44,operator,csms,True,192.168.1.39,2026-01-17 21:17:00,781,none,0
375,2026-01-07 19:50:00,CP-0005,cea316e4,peak,6.58,9.87,9.87,9.87,0.0,NONE,0,0,9.87,33.86,334.2,system,billing_engine,True,192.168.1.34,2026-01-07 19:50:00,574,none,0
376,2026-01-29 04:09:00,CP-0025,9169e859,night,5.22,3.13,3.13,3.13,0.0,LOYAL15,15,15,2.66,51.17,136.11,operator,csms,True,192.168.1.14,2026-01-29 04:09:00,708,none,0
377,2026-01-13 06:27:00,CP-0017,d870c312,peak,6.15,9.23,9.23,9.23,0.0,LOYAL15,15,15,7.85,44.4,348.54,system,billing_engine,True,192.168.1.9,2026-01-13 06:27:00,1318,none,0
378,2026-01-05 12:27:00,CP-0046,e5162a06,standard,8.26,8.26,8.26,8.26,0.0,FIRST50,50,50,4.13,16.47,68.02,admin,billing_engine,True,192.168.1.40,2026-01-05 12:27:00,1162,none,0
379,2026-01-11 14:55:00,CP-0037,b25c3763,standard,7.91,7.91,7.91,7.91,0.0,LOYAL15,15,15,6.72,59.08,397.02,admin,csms,True,192.168.1.32,2026-01-11 14:55:00,1114,none,0
380,2026-01-20 18:58:00,CP-0027,0a69454f,peak,2.85,4.28,4.28,4.28,0.0,FIRST50,50,50,2.14,46.8,100.15,admin,billing_engine,True,192.168.1.16,2026-01-20 18:58:00,582,none,0
381,2026-01-01 05:29:00,CP-0048,c8fc441a,night,4.53,2.72,2.72,0.9,-66.91,SUMMER20,20,20,2.18,79.18,172.61,user,mobile_app,False,10.146.126.53,2026-01-01 05:29:00,672,unauthorized_update,1
382,2026-01-25 05:03:00,CP-0004,0676cc52,night,4.89,2.93,2.93,2.93,0.0,SUMMER20,20,20,2.34,21.16,49.51,operator,billing_engine,True,192.168.1.41,2026-01-25 05:03:00,257,none,0
383,2026-01-21 00:12:00,CP-0001,abc4d811,night,3.43,2.06,2.06,2.06,0.0,STOLEN50,97,0,0.06,5.96,0.36,system,billing_engine,True,192.168.1.32,2026-01-21 00:12:00,888,discount_manipulation,1
384,2026-01-20 00:04:00,CP-0016,128080bc,peak,7.45,4.47,4.47,11.18,150.11,NONE,0,0,4.47,44.44,198.65,system,billing_engine,True,192.168.1.30,2026-01-20 00:04:00,1007,tariff_shift,1
385,2026-01-18 03:32:00,CP-0035,35c8a466,night,4.53,2.72,2.72,2.72,0.0,SUMMER20,20,20,2.18,79.88,174.14,operator,billing_engine,True,192.168.1.21,2026-01-18 03:32:00,1186,none,0
386,2026-01-06 12:39:00,CP-0026,f58be21d,standard,5.1,5.1,5.1,5.1,0.0,FIRST50,50,50,2.55,37.18,94.81,operator,billing_engine,True,192.168.1.1,2026-01-06 12:39:00,137,none,0
387,2026-01-21 17:01:00,CP-0047,7fabe442,peak,4.83,7.25,7.25,7.25,0.0,FIRST50,50,50,3.62,17.38,62.92,operator,csms,True,192.168.1.40,2026-01-21 17:01:00,1153,none,0
388,2026-01-24 08:57:00,CP-0039,df7bea62,peak,8.37,12.55,12.55,12.55,0.0,LOYAL15,15,15,10.67,78.9,841.86,operator,csms,True,192.168.1.28,2026-01-24 08:57:00,1398,none,0
389,2026-01-25 13:06:00,CP-0025,8c9a73fe,standard,6.57,6.57,6.57,2.87,-56.32,SUMMER20,20,20,5.26,76.28,401.23,guest,external_api,False,10.63.60.173,2026-01-25 13:06:00,256,unauthorized_update,1
390,2026-01-19 09:13:00,CP-0029,8944f3dc,night,6.18,6.18,6.18,3.71,-39.97,WELCOME10,10,10,5.56,58.66,326.15,admin,csms,True,192.168.1.5,2026-01-19 09:13:00,204,tariff_shift,1
391,2026-01-14 06:20:00,CP-0001,e8cf51ce,peak,3.02,4.53,4.53,4.53,0.0,FIRST50,50,50,2.27,32.67,74.16,operator,billing_engine,True,192.168.1.48,2026-01-14 06:20:00,1335,none,0
392,2026-01-06 09:08:00,CP-0002,6381ab2f,standard,5.66,5.66,5.66,5.66,0.0,SUMMER20,20,20,4.53,7.64,34.61,operator,billing_engine,True,192.168.1.31,2026-01-06 09:08:00,1016,none,0
393,2026-01-19 01:44:00,CP-0043,87878c82,night,8.24,4.94,4.94,4.94,0.0,NONE,0,0,4.94,58.88,290.87,admin,csms,True,192.168.1.19,2026-01-19 01:44:00,505,none,0
394,2026-01-30 21:19:00,CP-0009,b7a9e742,standard,6.4,6.4,6.4,6.4,0.0,WELCOME10,10,10,5.76,8.4,48.38,admin,billing_engine,True,192.168.1.32,2026-01-30 21:19:00,297,none,0
395,2026-01-19 19:02:00,CP-0013,f41d8273,peak,8.05,12.08,12.08,12.08,0.0,SUMMER20,20,20,9.66,56.4,544.82,admin,csms,True,192.168.1.8,2026-01-19 19:02:00,171,none,0
396,2026-01-07 07:53:00,CP-0047,ad0a580a,peak,6.07,9.11,9.11,9.11,0.0,LOYAL15,15,15,7.74,73.56,569.35,admin,csms,True,192.168.1.25,2026-01-07 07:53:00,1199,none,0
397,2026-01-24 22:27:00,CP-0046,bcb1bbc7,standard,4.87,4.87,4.87,4.87,0.0,SUMMER20,20,20,3.9,60.28,235.09,operator,billing_engine,True,192.168.1.15,2026-01-24 22:27:00,598,none,0
398,2026-01-30 10:52:00,CP-0033,5d0e0605,standard,4.16,4.16,4.16,4.16,0.0,NONE,0,0,4.16,46.72,194.36,system,csms,True,192.168.1.7,2026-01-30 10:52:00,137,none,0
399,2026-01-16 03:53:00,CP-0036,434bdcbc,night,6.3,3.78,3.78,3.78,0.0,LOYAL15,15,15,3.21,44.15,141.72,system,csms,True,192.168.1.3,2026-01-16 03:53:00,396,none,0
400,2026-01-14 07:21:00,CP-0006,37e3e04d,peak,7.4,11.1,11.1,11.1,0.0,NONE,0,0,11.1,78.03,866.13,operator,csms,True,192.168.1.6,2026-01-14 07:21:00,1019,none,0
401,2026-01-28 21:42:00,CP-0010,75cb461e,standard,5.64,5.64,5.64,5.64,0.0,FAKE99,80,0,1.13,60.58,68.46,admin,csms,True,192.168.1.3,2026-01-28 21:42:00,349,discount_manipulation,1
402,2026-01-15 09:27:00,CP-0008,4b3df8f0,standard,3.18,3.18,3.18,3.23,1.57,SUMMER20,20,20,2.54,47.15,119.76,operator,billing_engine,True,192.168.1.22,2026-01-15 09:27:00,787,rounding_attack,1
403,2026-01-24 17:16:00,CP-0017,2467c6a5,peak,3.28,4.92,4.92,4.92,0.0,NONE,0,0,4.92,5.42,26.67,operator,csms,True,192.168.1.3,2026-01-24 17:16:00,374,none,0
404,2026-01-15 19:34:00,CP-0005,d1d5c9cd,peak,5.07,7.61,7.61,7.61,0.0,LOYAL15,15,15,6.47,42.95,277.89,operator,csms,True,192.168.1.27,2026-01-15 19:34:00,1063,none,0
405,2026-01-27 13:48:00,CP-0032,e9454c57,standard,4.02,4.02,4.02,4.02,0.0,FIRST50,50,50,2.01,69.16,139.01,system,csms,True,192.168.1.39,2026-01-27 13:48:00,1070,none,0
406,2026-01-07 16:35:00,CP-0039,a17430b9,standard,4.72,4.72,4.72,1.52,-67.8,WELCOME10,10,10,4.25,68.92,292.91,user,mobile_app,False,10.89.60.190,2026-01-07 16:35:00,1230,unauthorized_update,1
407,2026-01-14 04:32:00,CP-0018,fba4c61d,night,8.44,5.06,5.06,5.06,0.0,FREE,95,0,0.25,79.76,19.94,system,billing_engine,True,192.168.1.41,2026-01-14 04:32:00,501,discount_manipulation,1
408,2026-01-17 07:32:00,CP-0013,3203660d,peak,5.66,8.49,8.49,8.49,0.0,SUMMER20,20,20,6.79,65.09,441.96,admin,billing_engine,True,192.168.1.4,2026-01-17 07:32:00,1373,none,0
409,2026-01-25 13:54:00,CP-0023,6f048603,standard,8.4,8.4,8.4,8.4,0.0,FIRST50,50,50,4.2,75.14,315.59,admin,csms,True,192.168.1.16,2026-01-25 13:54:00,1273,none,0
410,2026-01-06 04:31:00,CP-0015,90a5e52c,night,6.35,3.81,3.81,3.71,-2.62,NONE,0,0,3.81,6.73,25.64,system,billing_engine,True,192.168.1.18,2026-01-06 04:31:00,253,rounding_attack,1
411,2026-01-11 01:32:00,CP-0020,1c95c515,peak,2.97,1.78,1.78,4.46,150.56,FIRST50,50,50,0.89,17.31,15.41,admin,csms,True,192.168.1.28,2026-01-11 01:32:00,421,tariff_shift,1
412,2026-01-24 01:28:00,CP-0031,b94bc9d9,night,2.8,1.68,1.68,1.68,0.0,WELCOME10,10,10,1.51,72.75,109.85,admin,csms,True,192.168.1.25,2026-01-24 01:28:00,170,none,0
413,2026-01-12 06:51:00,CP-0035,f351b3a7,peak,2.76,4.14,4.14,4.14,0.0,FIRST50,50,50,2.07,14.36,29.73,operator,csms,True,192.168.1.36,2026-01-12 06:51:00,660,none,0
414,2026-01-13 04:55:00,CP-0027,962fd2c6,night,5.71,3.43,3.43,3.43,0.0,LOYAL15,15,15,2.92,24.81,72.45,system,billing_engine,True,192.168.1.37,2026-01-13 04:55:00,1307,none,0
415,2026-01-23 14:19:00,CP-0009,01f7e2f7,standard,4.98,4.98,4.98,4.98,0.0,SUMMER20,20,20,3.98,79.43,316.13,operator,billing_engine,True,192.168.1.37,2026-01-23 14:19:00,997,none,0
416,2026-01-08 20:11:00,CP-0026,8b6395a2,peak,6.34,9.51,9.51,9.51,0.0,FIRST50,50,50,4.75,7.19,34.15,system,csms,True,192.168.1.29,2026-01-08 20:11:00,1272,none,0
417,2026-01-27 23:27:00,CP-0014,94444c8c,standard,3.5,3.5,3.5,3.5,0.0,SUMMER20,20,20,2.8,66.01,184.83,admin,billing_engine,True,192.168.1.35,2026-01-27 23:27:00,635,none,0
418,2026-01-18 09:07:00,CP-0008,aa34b7b0,standard,7.07,7.07,7.07,0.0,-100.0,LOYAL15,15,15,6.01,39.94,240.04,system,csms,True,192.168.1.32,2026-01-18 09:07:00,799,negative_price,1
419,2026-01-10 10:39:00,CP-0008,d01c83a8,standard,7.51,7.51,7.51,7.51,0.0,SUMMER20,20,20,6.01,18.6,111.79,system,csms,True,192.168.1.49,2026-01-10 10:39:00,1184,none,0
420,2026-01-11 08:39:00,CP-0001,4d8a7020,peak,8.06,12.09,12.09,12.09,0.0,LOYAL15,15,15,10.28,30.75,316.11,admin,billing_engine,True,192.168.1.29,2026-01-11 08:39:00,1024,none,0
421,2026-01-16 09:00:00,CP-0043,dc81b8e4,standard,5.07,5.07,5.07,5.07,0.0,LOYAL15,15,15,4.31,51.88,223.6,operator,csms,True,192.168.1.7,2026-01-16 09:00:00,112,none,0
422,2026-01-30 17:00:00,CP-0013,5711cfb3,peak,3.25,4.88,4.88,0.0,-100.0,LOYAL15,15,15,4.15,38.34,159.11,admin,csms,True,192.168.1.49,2026-01-30 17:00:00,635,negative_price,1
423,2026-01-28 19:02:00,CP-0013,421d6355,peak,7.03,10.54,10.54,10.54,0.0,SUMMER20,20,20,8.43,67.94,572.73,system,csms,True,192.168.1.16,2026-01-28 19:02:00,318,none,0
424,2026-01-30 06:39:00,CP-0004,697dd43d,peak,4.53,6.79,6.79,6.79,0.0,WELCOME10,10,10,6.11,31.66,193.44,admin,csms,True,192.168.1.9,2026-01-30 06:39:00,1059,none,0
425,2026-01-24 11:04:00,CP-0008,0a9a86d2,standard,4.26,4.26,4.26,4.26,0.0,SUMMER20,20,20,3.41,57.1,194.71,operator,billing_engine,True,192.168.1.34,2026-01-24 11:04:00,907,none,0
426,2026-01-18 22:50:00,CP-0017,b296a8b3,standard,7.82,7.82,7.82,7.82,0.0,LOYAL15,15,15,6.65,48.92,325.32,operator,csms,True,192.168.1.31,2026-01-18 22:50:00,169,none,0
427,2026-01-02 10:18:00,CP-0007,46ba1a19,standard,2.62,2.62,2.62,2.62,0.0,LOYAL15,15,15,2.23,10.57,23.57,admin,billing_engine,True,192.168.1.11,2026-01-02 10:18:00,213,none,0
428,2026-01-18 08:04:00,CP-0041,dc44d482,peak,5.41,8.12,8.12,-1.0,-100.0,FIRST50,50,50,4.06,22.53,91.47,admin,billing_engine,True,192.168.1.36,2026-01-18 08:04:00,1260,negative_price,1
429,2026-01-22 15:19:00,CP-0012,edf23fdb,standard,7.57,7.57,7.57,7.57,0.0,NONE,0,0,7.57,27.03,204.62,operator,csms,True,192.168.1.48,2026-01-22 15:19:00,589,none,0
430,2026-01-20 19:42:00,CP-0039,4428064d,peak,5.69,8.54,8.54,8.54,0.0,NONE,0,0,8.54,28.8,245.95,operator,billing_engine,True,192.168.1.36,2026-01-20 19:42:00,973,none,0
431,2026-01-10 04:29:00,CP-0046,8da3285c,night,7.45,4.47,4.47,4.47,0.0,SUMMER20,20,20,3.58,30.35,108.65,operator,csms,True,192.168.1.41,2026-01-10 04:29:00,1436,none,0
432,2026-01-14 20:54:00,CP-0047,6c1c4e1a,peak,4.73,7.1,7.1,7.1,0.0,FIRST50,50,50,3.55,29.26,103.87,admin,csms,True,192.168.1.25,2026-01-14 20:54:00,1186,none,0
433,2026-01-03 18:37:00,CP-0009,21d808f6,peak,3.27,4.91,4.91,12.28,150.1,WELCOME10,10,10,4.42,24.47,108.16,system,csms,True,192.168.1.34,2026-01-03 18:37:00,1,abnormal_price_change,1
434,2026-01-29 15:05:00,CP-0043,658d7c32,standard,7.94,7.94,7.94,7.94,0.0,NONE,0,0,7.94,42.06,333.96,admin,csms,True,192.168.1.47,2026-01-29 15:05:00,267,none,0
435,2026-01-15 06:22:00,CP-0027,c4098d0c,peak,7.78,11.67,11.67,11.67,0.0,FIRST50,50,50,5.83,74.77,435.91,admin,csms,True,192.168.1.48,2026-01-15 06:22:00,1396,none,0
436,2026-01-12 04:15:00,CP-0024,8be02f1f,night,6.21,3.73,3.73,3.73,0.0,ADMIN100,70,0,1.12,48.72,54.57,system,billing_engine,True,192.168.1.6,2026-01-12 04:15:00,81,discount_manipulation,1
437,2026-01-26 21:05:00,CP-0025,98dc97a6,standard,4.19,4.19,4.19,4.19,0.0,FIRST50,50,50,2.1,34.63,72.72,system,csms,True,192.168.1.31,2026-01-26 21:05:00,380,none,0
438,2026-01-30 09:18:00,CP-0045,a19b92e6,standard,3.26,3.26,3.26,3.26,0.0,WELCOME10,10,10,2.93,76.15,223.12,operator,csms,True,192.168.1.12,2026-01-30 09:18:00,1293,none,0
439,2026-01-14 19:28:00,CP-0038,cf55555b,peak,2.65,3.97,3.97,3.97,0.0,FIRST50,50,50,1.99,72.25,143.78,admin,billing_engine,True,192.168.1.6,2026-01-14 19:28:00,572,none,0
440,2026-01-04 05:37:00,CP-0007,d5967cd9,night,6.64,3.98,3.98,3.98,0.0,SUMMER20,20,20,3.18,57.29,182.18,operator,csms,True,192.168.1.37,2026-01-04 05:37:00,144,none,0
441,2026-01-05 15:40:00,CP-0010,2c887c09,standard,5.94,5.94,5.94,1.19,-79.97,LOYAL15,15,15,5.05,25.18,127.16,admin,billing_engine,True,192.168.1.45,2026-01-05 15:40:00,690,fake_price,1
442,2026-01-12 16:09:00,CP-0009,97816074,standard,7.17,7.17,7.17,7.17,0.0,WELCOME10,10,10,6.45,18.86,121.65,system,billing_engine,True,192.168.1.39,2026-01-12 16:09:00,1221,none,0
443,2026-01-28 22:20:00,CP-0044,8d08e665,standard,5.29,5.29,5.29,5.29,0.0,FIRST50,50,50,2.65,21.03,55.73,operator,csms,True,192.168.1.43,2026-01-28 22:20:00,233,none,0
444,2026-01-04 22:36:00,CP-0047,3e8a8233,standard,4.9,4.9,4.9,4.9,0.0,SUMMER20,20,20,3.92,10.79,42.3,operator,billing_engine,True,192.168.1.12,2026-01-04 22:36:00,1059,none,0
445,2026-01-28 17:19:00,CP-0006,deb306d7,peak,3.45,5.18,5.18,5.18,0.0,LOYAL15,15,15,4.4,54.09,238.0,operator,csms,True,192.168.1.24,2026-01-28 17:19:00,1420,none,0
446,2026-01-03 05:06:00,CP-0007,c9b28bcc,night,4.98,2.99,2.99,2.99,0.0,FIRST50,50,50,1.5,56.09,84.14,admin,csms,True,192.168.1.36,2026-01-03 05:06:00,383,none,0
447,2026-01-05 03:15:00,CP-0025,4435e282,night,7.82,4.69,4.69,4.69,0.0,SUMMER20,20,20,3.75,39.02,146.33,system,billing_engine,True,192.168.1.38,2026-01-05 03:15:00,376,none,0
448,2026-01-22 03:33:00,CP-0006,42d45376,night,6.28,3.77,3.77,9.43,150.13,NONE,0,0,3.77,26.8,101.04,operator,csms,True,192.168.1.31,2026-01-22 03:33:00,3,abnormal_price_change,1
449,2026-01-03 07:14:00,CP-0017,2f8da1f1,peak,3.6,5.4,5.4,16.2,200.0,FIRST50,50,50,2.7,17.27,46.63,operator,billing_engine,True,192.168.1.8,2026-01-03 07:14:00,1073,fake_price,1
450,2026-01-21 15:29:00,CP-0018,65ceef6f,standard,5.11,5.11,5.11,5.11,0.0,NONE,0,0,5.11,29.17,149.06,admin,csms,True,192.168.1.18,2026-01-21 15:29:00,983,none,0
451,2026-01-23 13:00:00,CP-0020,25a2c4e5,standard,6.51,6.51,6.51,6.51,0.0,NONE,0,0,6.51,74.88,487.47,admin,csms,True,192.168.1.17,2026-01-23 13:00:00,296,none,0
452,2026-01-08 14:32:00,CP-0046,99d7fd8b,standard,5.75,5.75,5.75,5.75,0.0,LOYAL15,15,15,4.89,13.66,66.8,operator,billing_engine,True,192.168.1.38,2026-01-08 14:32:00,1228,none,0
453,2026-01-21 22:30:00,CP-0035,59085216,peak,5.12,5.12,5.12,7.68,50.0,WELCOME10,10,10,4.61,21.94,101.14,operator,billing_engine,True,192.168.1.8,2026-01-21 22:30:00,1221,tariff_shift,1
454,2026-01-26 16:59:00,CP-0004,6b744f74,standard,2.57,2.57,2.57,2.57,0.0,FIRST50,50,50,1.28,27.86,35.66,admin,billing_engine,True,192.168.1.35,2026-01-26 16:59:00,1216,none,0
455,2026-01-21 10:33:00,CP-0037,b908cca3,standard,4.96,4.96,4.96,4.96,0.0,FIRST50,50,50,2.48,10.53,26.11,operator,csms,True,192.168.1.29,2026-01-21 10:33:00,1014,none,0
456,2026-01-09 04:05:00,CP-0046,04045def,night,7.4,4.44,4.44,4.44,0.0,ADMIN100,50,0,2.22,21.59,47.93,operator,billing_engine,True,192.168.1.3,2026-01-09 04:05:00,634,discount_manipulation,1
457,2026-01-01 04:03:00,CP-0016,2ce277ed,night,7.13,4.28,4.28,4.28,0.0,FAKE99,50,0,2.14,33.1,70.83,admin,csms,True,192.168.1.6,2026-01-01 04:03:00,92,discount_manipulation,1
458,2026-01-12 20:03:00,CP-0042,ffefa677,peak,5.54,8.31,8.31,8.31,0.0,NONE,0,0,8.31,33.4,277.55,admin,csms,True,192.168.1.30,2026-01-12 20:03:00,969,none,0
459,2026-01-08 20:03:00,CP-0008,9dd99c8b,peak,4.01,6.01,6.01,6.01,0.0,FIRST50,50,50,3.0,66.66,199.98,operator,billing_engine,True,192.168.1.5,2026-01-08 20:03:00,1241,none,0
460,2026-01-22 01:29:00,CP-0029,c986d886,night,7.03,4.22,4.22,4.22,0.0,NONE,0,0,4.22,56.09,236.7,system,billing_engine,True,192.168.1.41,2026-01-22 01:29:00,707,none,0
461,2026-01-06 00:05:00,CP-0039,fa98390f,night,5.39,3.23,3.23,3.23,0.0,SUMMER20,20,20,2.58,45.45,117.26,admin,billing_engine,True,192.168.1.34,2026-01-06 00:05:00,921,none,0
462,2026-01-30 14:17:00,CP-0045,850e4690,standard,2.67,2.67,2.67,2.67,0.0,LOYAL15,15,15,2.27,62.18,141.15,operator,billing_engine,True,192.168.1.1,2026-01-30 14:17:00,431,none,0
463,2026-01-28 16:10:00,CP-0047,6dceb650,standard,2.81,2.81,2.81,2.81,0.0,LOYAL15,15,15,2.39,57.46,137.33,admin,billing_engine,True,192.168.1.42,2026-01-28 16:10:00,246,none,0
464,2026-01-01 13:47:00,CP-0050,c182b323,standard,4.01,4.01,4.01,4.01,0.0,NONE,0,0,4.01,69.53,278.82,operator,csms,True,192.168.1.41,2026-01-01 13:47:00,1386,none,0
465,2026-01-13 01:01:00,CP-0033,5cc7ef71,night,7.97,4.78,4.78,4.78,0.0,LOYAL15,15,15,4.06,65.21,264.75,operator,billing_engine,True,192.168.1.3,2026-01-13 01:01:00,667,none,0
466,2026-01-04 10:43:00,CP-0009,63b8f144,standard,8.28,8.28,8.28,8.28,0.0,NONE,0,0,8.28,54.02,447.29,operator,csms,True,192.168.1.12,2026-01-04 10:43:00,1160,none,0
467,2026-01-03 11:09:00,CP-0023,a749805e,standard,4.42,4.42,4.42,2.24,-49.32,SUMMER20,20,20,3.54,17.25,61.06,user,unknown,False,10.124.39.99,2026-01-03 11:09:00,1363,unauthorized_update,1
468,2026-01-18 02:52:00,CP-0030,182f4b41,night,7.06,4.24,4.24,4.24,0.0,WELCOME10,10,10,3.82,11.6,44.31,operator,billing_engine,True,192.168.1.8,2026-01-18 02:52:00,887,none,0
469,2026-01-10 14:41:00,CP-0010,92188419,standard,3.39,3.39,3.39,3.39,0.0,LOYAL15,15,15,2.88,10.36,29.84,admin,billing_engine,True,192.168.1.39,2026-01-10 14:41:00,1225,none,0
470,2026-01-03 04:26:00,CP-0019,45449d0f,night,4.35,2.61,2.61,2.61,0.0,FIRST50,50,50,1.3,51.98,67.57,admin,csms,True,192.168.1.13,2026-01-03 04:26:00,67,none,0
471,2026-01-19 02:47:00,CP-0003,39a81090,night,3.98,2.39,2.39,-0.5,-100.0,FIRST50,50,50,1.2,74.11,88.93,operator,csms,True,192.168.1.45,2026-01-19 02:47:00,1423,negative_price,1
472,2026-01-19 20:58:00,CP-0028,2b1b4bf0,peak,4.17,6.25,6.25,6.25,0.0,NONE,0,0,6.25,52.61,328.81,operator,csms,True,192.168.1.31,2026-01-19 20:58:00,772,none,0
473,2026-01-08 12:59:00,CP-0032,4c1a4bcc,standard,8.02,8.02,8.02,8.02,0.0,FIRST50,50,50,4.01,18.97,76.07,system,billing_engine,True,192.168.1.3,2026-01-08 12:59:00,78,none,0
474,2026-01-27 12:21:00,CP-0028,6745f18b,standard,5.06,5.06,5.06,1.01,-80.04,FIRST50,50,50,2.53,35.67,90.25,operator,billing_engine,True,192.168.1.18,2026-01-27 12:21:00,843,fake_price,1
475,2026-01-23 04:21:00,CP-0021,69e9d10c,night,6.57,3.94,3.94,3.94,0.0,FAKE99,83,0,0.67,46.07,30.87,system,csms,True,192.168.1.5,2026-01-23 04:21:00,84,discount_manipulation,1
476,2026-01-09 02:16:00,CP-0001,7dac9aa6,night,2.77,1.66,1.66,1.66,0.0,FIRST50,50,50,0.83,43.99,36.51,system,csms,True,192.168.1.24,2026-01-09 02:16:00,943,none,0
477,2026-01-26 01:12:00,CP-0010,d3b0c41d,peak,7.63,4.58,4.58,11.45,150.0,LOYAL15,15,15,3.89,29.58,115.07,admin,billing_engine,True,192.168.1.9,2026-01-26 01:12:00,1100,tariff_shift,1
478,2026-01-26 02:07:00,CP-0030,7fa5925e,night,7.13,4.28,4.28,4.28,0.0,FIRST50,50,50,2.14,54.38,116.37,system,csms,True,192.168.1.32,2026-01-26 02:07:00,68,none,0
479,2026-01-21 19:13:00,CP-0022,2bce99b4,peak,4.63,6.95,6.95,6.95,0.0,LOYAL15,15,15,5.91,25.97,153.48,system,billing_engine,True,192.168.1.36,2026-01-21 19:13:00,80,none,0
480,2026-01-17 22:06:00,CP-0036,505c5025,standard,3.07,3.07,3.07,3.07,0.0,FIRST50,50,50,1.53,9.04,13.83,operator,csms,True,192.168.1.7,2026-01-17 22:06:00,597,none,0
481,2026-01-19 15:51:00,CP-0008,e1cf8cf1,standard,3.9,3.9,3.9,9.75,150.0,LOYAL15,15,15,3.31,26.82,88.77,admin,csms,True,192.168.1.22,2026-01-19 15:51:00,2,abnormal_price_change,1
482,2026-01-22 06:26:00,CP-0004,ac7f143a,peak,7.8,11.7,11.7,11.7,0.0,FIRST50,50,50,5.85,11.58,67.74,operator,csms,True,192.168.1.27,2026-01-22 06:26:00,468,none,0
483,2026-01-27 14:06:00,CP-0050,44b81f58,standard,7.06,7.06,7.06,7.06,0.0,STOLEN50,82,0,1.27,41.91,53.23,operator,csms,True,192.168.1.19,2026-01-27 14:06:00,1415,discount_manipulation,1
484,2026-01-19 17:00:00,CP-0019,53def772,peak,3.71,5.56,5.56,5.56,0.0,NONE,0,0,5.56,19.61,109.03,system,csms,True,192.168.1.40,2026-01-19 17:00:00,407,none,0
485,2026-01-09 20:44:00,CP-0031,d309037a,peak,6.73,10.1,10.1,10.1,0.0,LOYAL15,15,15,8.58,31.16,267.35,system,billing_engine,True,192.168.1.19,2026-01-09 20:44:00,309,none,0
486,2026-01-12 13:19:00,CP-0047,8dad4558,standard,4.01,4.01,4.01,4.01,0.0,WELCOME10,10,10,3.61,19.44,70.18,admin,csms,True,192.168.1.13,2026-01-12 13:19:00,503,none,0
487,2026-01-13 17:55:00,CP-0024,94f807f2,peak,2.88,4.32,4.32,1.3,-69.91,FIRST50,50,50,2.16,55.38,119.62,admin,billing_engine,True,192.168.1.47,2026-01-13 17:55:00,2,abnormal_price_change,1
488,2026-01-14 13:58:00,CP-0015,0c0a990a,standard,7.35,7.35,7.35,7.35,0.0,NONE,0,0,7.35,52.97,389.33,admin,billing_engine,True,192.168.1.10,2026-01-14 13:58:00,738,none,0
489,2026-01-06 14:59:00,CP-0020,1ab3539d,standard,2.6,2.6,2.6,2.75,5.77,LOYAL15,15,15,2.21,56.83,125.59,admin,billing_engine,True,192.168.1.39,2026-01-06 14:59:00,1131,rounding_attack,1
490,2026-01-21 20:38:00,CP-0038,d7894297,peak,5.18,7.77,7.77,7.77,0.0,FIRST50,50,50,3.88,46.35,179.84,operator,csms,True,192.168.1.17,2026-01-21 20:38:00,245,none,0
491,2026-01-26 11:34:00,CP-0019,61cf3cba,standard,3.51,3.51,3.51,3.51,0.0,LOYAL15,15,15,2.98,47.96,142.92,system,csms,True,192.168.1.9,2026-01-26 11:34:00,902,none,0
492,2026-01-21 18:19:00,CP-0024,1e16788e,peak,6.21,9.31,9.31,2.79,-70.03,NONE,0,0,9.31,56.8,528.81,system,billing_engine,True,192.168.1.20,2026-01-21 18:19:00,3,abnormal_price_change,1
493,2026-01-21 15:22:00,CP-0025,0333a366,standard,4.49,4.49,4.49,4.49,0.0,NONE,0,0,4.49,39.15,175.78,operator,csms,True,192.168.1.45,2026-01-21 15:22:00,549,none,0
494,2026-01-26 19:27:00,CP-0042,da747151,peak,3.1,4.65,4.65,4.65,0.0,WELCOME10,10,10,4.19,53.82,225.51,system,csms,True,192.168.1.28,2026-01-26 19:27:00,984,none,0
495,2026-01-25 20:42:00,CP-0020,4f56e6cb,peak,3.35,5.03,5.03,5.03,0.0,LOYAL15,15,15,4.28,77.58,332.04,system,billing_engine,True,192.168.1.9,2026-01-25 20:42:00,1278,none,0
496,2026-01-13 02:11:00,CP-0018,8a4dba22,peak,7.51,4.51,4.51,11.27,149.89,NONE,0,0,4.51,47.24,213.05,system,csms,True,192.168.1.38,2026-01-13 02:11:00,68,tariff_shift,1
497,2026-01-23 10:24:00,CP-0030,24423d65,standard,4.38,4.38,4.38,4.38,0.0,SUMMER20,20,20,3.5,73.41,256.94,operator,billing_engine,True,192.168.1.44,2026-01-23 10:24:00,1377,none,0
